CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust29626,Multi-vehicle Collision,Total Loss,Ambulance,State4,City7,,0,3,NO,42086,4397,4397,33292,1
Cust29627,Multi-vehicle Collision,Major Damage,Fire,State4,City7,YES,1,2,NO,36817,3682,7277,25858,1
Cust29628,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City5,,0,3,,43552,4934,4934,33684,1
Cust29629,Multi-vehicle Collision,Total Loss,Fire,State3,City7,YES,1,2,YES,39304,3930,5952,29422,1
Cust2963,Single Vehicle Collision,Major Damage,Other,State4,City1,YES,1,0,YES,53268,6955,6278,40035,1
Cust29630,Single Vehicle Collision,Minor Damage,Ambulance,State5,City5,,0,3,NO,45487,6192,6192,33103,1
Cust29632,Multi-vehicle Collision,Total Loss,Ambulance,State4,City1,YES,0,3,NO,41651,4553,4553,32545,1
Cust29633,Multi-vehicle Collision,Total Loss,Fire,State3,City1,,1,2,YES,38654,3865,6299,28490,1
Cust29635,Single Vehicle Collision,Minor Damage,Fire,State7,City1,YES,0,1,YES,81863,14629,7314,59920,2
Cust29636,Single Vehicle Collision,Minor Damage,Fire,State9,City4,YES,0,1,NO,86196,14187,8169,63840,2
Cust29637,Single Vehicle Collision,Minor Damage,Ambulance,State7,City1,NO,0,2,NO,82963,14812,7406,60745,1
Cust29638,Single Vehicle Collision,Minor Damage,Fire,State8,City1,NO,0,1,NO,84844,14586,7293,62965,2
Cust29639,Single Vehicle Collision,Minor Damage,Fire,State8,City1,NO,0,1,NO,84308,14651,7325,62332,2
Cust2964,Multi-vehicle Collision,Major Damage,Fire,State5,City4,YES,1,3,NO,42878,4735,7716,30427,2
Cust29640,Single Vehicle Collision,Minor Damage,Fire,State8,City3,YES,0,2,YES,78024,14822,7411,55791,2
Cust29641,Single Vehicle Collision,Minor Damage,Fire,State8,City3,YES,0,1,YES,81878,14628,7314,59936,2
Cust29642,Single Vehicle Collision,Minor Damage,Fire,State7,City1,YES,0,1,NO,85642,13612,10777,61253,2
Cust29643,Single Vehicle Collision,Minor Damage,Fire,State7,City3,YES,0,1,NO,84092,14516,7258,62318,2
Cust29644,Parked Car,Minor Damage,Police,State9,City7,YES,2,2,NO,6840,645,1233,4962,2
Cust29645,Single Vehicle Collision,Minor Damage,Ambulance,State4,City7,YES,2,2,NO,12306,1184,2367,8755,2
Cust29646,Parked Car,Trivial Damage,Police,State4,City3,YES,2,2,NO,6846,673,1160,5013,2
Cust29647,Parked Car,Trivial Damage,Police,State9,City7,NO,2,1,NO,5820,820,929,4071,2
Cust29648,Vehicle Theft,Minor Damage,Police,State4,City7,NO,2,1,NO,5890,808,950,4132,2
Cust2965,Multi-vehicle Collision,Major Damage,Other,State8,City4,NO,2,0,,54095,5767,5767,42561,1
Cust29650,Parked Car,Minor Damage,Police,State4,City7,NO,2,2,NO,23012,2286,4572,16154,2
Cust29651,Vehicle Theft,Minor Damage,Police,State9,City7,YES,2,1,,5667,847,883,3937,2
Cust29652,Vehicle Theft,Trivial Damage,Police,State9,City7,NO,2,1,,6216,753,1047,4416,2
Cust29653,Multi-vehicle Collision,Minor Damage,Other,State7,City2,,0,2,,57584,11517,7529,38538,1
Cust29654,Multi-vehicle Collision,Total Loss,Fire,State9,City4,YES,1,2,YES,43249,8835,7908,26506,1
Cust29655,Multi-vehicle Collision,Minor Damage,Other,State7,City4,YES,1,2,YES,49305,9861,7952,31492,1
Cust29656,Multi-vehicle Collision,Minor Damage,Fire,State9,City4,YES,1,2,NO,45774,9642,7205,28927,1
Cust29658,Multi-vehicle Collision,Total Loss,Fire,State9,City4,YES,1,1,YES,46674,9930,6954,29790,2
Cust2966,Single Vehicle Collision,Major Damage,Other,State6,City5,,1,0,,60657,11029,5514,44114,2
Cust29660,Multi-vehicle Collision,Minor Damage,Other,State9,City4,NO,1,1,NO,49989,10990,6030,32969,2
Cust29661,Multi-vehicle Collision,Minor Damage,Other,State7,City2,,0,2,,63654,12731,7218,43705,1
Cust29663,Vehicle Theft,Trivial Damage,None,State4,City4,,1,3,YES,1935,482,2,1451,1
Cust29665,Vehicle Theft,Minor Damage,Police,State6,City1,,1,3,YES,7485,1361,680,5444,1
Cust29666,Vehicle Theft,Minor Damage,Police,State9,City1,,2,3,YES,4371,648,670,3053,1
Cust29667,Vehicle Theft,Minor Damage,Police,State6,City1,YES,2,3,YES,6149,1118,559,4472,1
Cust29668,Vehicle Theft,Minor Damage,None,State4,City1,,1,3,YES,3260,666,199,2395,1
Cust29669,Parked Car,Minor Damage,Police,State9,City1,YES,2,3,YES,5191,944,472,3775,1
Cust2967,Single Vehicle Collision,Major Damage,Police,State4,City5,,1,1,NO,78568,8475,13286,56807,1
Cust29670,Vehicle Theft,Trivial Damage,Police,State8,City1,,2,3,NO,4102,531,772,2799,1
Cust29671,Vehicle Theft,Minor Damage,Police,State7,City3,NO,0,2,,4951,856,764,3331,2
Cust29672,Vehicle Theft,Minor Damage,Police,State7,City5,NO,0,2,YES,5130,859,846,3425,2
Cust29673,Vehicle Theft,Minor Damage,Police,State7,City3,NO,0,2,,5139,860,850,3429,2
Cust29674,Parked Car,Minor Damage,Police,State5,City6,NO,0,2,YES,4757,793,695,3269,2
Cust29675,Vehicle Theft,Minor Damage,Police,State7,City3,NO,0,2,YES,4941,855,760,3326,2
Cust29676,Vehicle Theft,Minor Damage,None,State4,City6,NO,0,1,YES,4302,717,509,3076,2
Cust29677,Vehicle Theft,Trivial Damage,None,State4,City4,NO,1,1,YES,4539,579,934,3026,2
Cust2968,Multi-vehicle Collision,Total Loss,Ambulance,State4,City6,YES,2,3,YES,61563,5995,11990,43578,1
Cust29680,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City1,NO,1,0,,54110,5017,8953,40140,1
Cust29681,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City3,NO,1,1,NO,61719,10587,6246,44886,1
Cust29682,Multi-vehicle Collision,Total Loss,Police,State9,City1,NO,1,1,,55578,5487,6195,43896,2
Cust29683,Multi-vehicle Collision,Minor Damage,Police,State8,City3,,1,1,,62141,10887,6060,45194,1
Cust29684,Multi-vehicle Collision,Minor Damage,Police,State8,City1,NO,1,0,,56278,6724,8625,40929,1
Cust29685,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City1,,1,1,YES,59746,5431,10863,43452,1
Cust29686,Multi-vehicle Collision,Minor Damage,Fire,State9,City4,NO,1,1,,56073,5098,10195,40780,1
Cust29687,Multi-vehicle Collision,Total Loss,Fire,State9,City4,,1,1,YES,58905,5355,10710,42840,1
Cust29688,Multi-vehicle Collision,Total Loss,Police,State4,City3,,1,1,NO,55283,5393,6749,43141,2
Cust2969,Multi-vehicle Collision,Major Damage,Police,State7,City4,YES,2,0,,68244,11808,7004,49432,1
Cust29690,Multi-vehicle Collision,Minor Damage,Police,State9,City5,NO,0,2,YES,38314,4574,4574,29166,2
Cust29691,Multi-vehicle Collision,Total Loss,Ambulance,State8,City2,NO,2,2,YES,52540,5105,5105,42330,2
Cust29692,Multi-vehicle Collision,Total Loss,Police,State9,City4,NO,1,1,NO,48885,9287,5189,34409,2
Cust29693,Multi-vehicle Collision,Total Loss,Police,State9,City2,YES,1,1,YES,42732,3924,3924,34884,2
Cust29694,Multi-vehicle Collision,Minor Damage,Police,State7,City2,NO,0,2,YES,38695,4517,4517,29661,2
Cust29695,Multi-vehicle Collision,Total Loss,Fire,State9,City2,YES,1,1,YES,44656,5481,4278,34897,2
Cust29697,Single Vehicle Collision,Major Damage,Ambulance,State9,City2,NO,1,1,YES,43586,3986,3986,35614,2
Cust29698,Single Vehicle Collision,Total Loss,Police,State9,City5,YES,1,3,,61267,6963,6763,47541,2
Cust2970,Vehicle Theft,Minor Damage,Ambulance,State4,City1,,0,3,NO,18993,1864,2217,14912,1
Cust29701,Single Vehicle Collision,Total Loss,Police,State5,City3,,1,3,YES,61435,6826,6826,47783,2
Cust29703,Single Vehicle Collision,Minor Damage,Fire,State5,City5,,0,3,,40536,4200,6934,29402,2
Cust29704,Single Vehicle Collision,Major Damage,Police,State9,City1,YES,1,3,YES,60576,7255,6581,46740,2
Cust29705,Single Vehicle Collision,Total Loss,Fire,State9,City5,YES,0,3,YES,55440,9417,5229,40794,2
Cust29707,Single Vehicle Collision,Total Loss,Police,State5,City3,YES,0,0,,44885,5855,5464,33566,1
Cust29708,Single Vehicle Collision,Total Loss,Other,State5,City2,YES,0,0,,44126,5537,5537,33052,1
Cust29709,Single Vehicle Collision,Total Loss,Police,State9,City3,NO,0,0,,40605,5743,5743,29119,1
Cust2971,Multi-vehicle Collision,Major Damage,Ambulance,State5,City2,YES,1,1,NO,48530,8824,4412,35294,2
Cust29711,Single Vehicle Collision,Total Loss,Police,State5,City3,YES,0,0,,45049,5938,5447,33664,1
Cust29712,Single Vehicle Collision,Total Loss,Other,State5,City2,YES,0,0,,,5756,5756,28883,1
Cust29713,Single Vehicle Collision,Minor Damage,Other,State5,City3,NO,0,0,,41347,5700,5700,29947,1
Cust29714,Single Vehicle Collision,Total Loss,Police,State5,City4,YES,0,0,,44390,5605,5515,33270,1
Cust29715,Single Vehicle Collision,Total Loss,Police,State5,City4,YES,0,0,,44944,5885,5458,33601,1
Cust29716,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,1,3,NO,49286,9857,4929,34500,2
Cust29717,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City2,,2,3,YES,53043,10609,5304,37130,2
Cust29718,Multi-vehicle Collision,Major Damage,Fire,State8,City2,,2,3,YES,53480,10696,5348,37436,2
Cust2972,Multi-vehicle Collision,Total Loss,Fire,State7,City7,NO,0,2,,55217,6810,367,48040,2
Cust29720,Multi-vehicle Collision,Total Loss,Ambulance,State8,City2,,2,3,YES,53725,10341,5170,38214,2
Cust29721,Multi-vehicle Collision,Minor Damage,Other,State7,City2,,2,3,YES,50926,10185,5093,35648,2
Cust29722,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City3,NO,2,3,NO,53689,10738,5369,37582,2
Cust29723,Multi-vehicle Collision,Major Damage,Fire,State8,City2,NO,1,3,NO,48999,9800,4900,34299,2
Cust29725,Single Vehicle Collision,Minor Damage,Other,State9,City7,,1,2,YES,98048,16219,16219,65610,1
Cust29726,Single Vehicle Collision,Minor Damage,Other,State7,City7,NO,2,2,,107287,16638,16638,74011,1
Cust29727,Single Vehicle Collision,Minor Damage,Other,State9,City7,NO,2,3,YES,103316,16737,16737,69842,1
Cust29729,Single Vehicle Collision,Total Loss,Other,State9,City3,NO,0,2,,77627,13913,13913,49801,1
Cust2973,Multi-vehicle Collision,Total Loss,Ambulance,State8,City2,,0,0,,58997,6555,6555,45887,1
Cust29731,Single Vehicle Collision,Total Loss,Other,State8,City7,,1,2,YES,95308,15487,15487,64334,1
Cust29732,Single Vehicle Collision,Total Loss,Other,State8,City7,NO,2,2,YES,100012,15906,15906,68200,1
Cust29733,Single Vehicle Collision,Minor Damage,Police,State9,City7,NO,2,2,YES,106239,16665,16665,72909,1
Cust29734,Single Vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,2,0,NO,52570,9712,4856,38002,1
Cust29736,Single Vehicle Collision,Total Loss,Fire,State7,City3,NO,2,0,YES,54951,11125,5562,38264,1
Cust29738,Single Vehicle Collision,Total Loss,Fire,State9,City6,NO,2,0,NO,54451,10921,5461,38069,1
Cust2974,Single Vehicle Collision,Total Loss,Fire,State5,City4,YES,1,2,NO,90642,12492,19138,59012,2
Cust29740,Single Vehicle Collision,Minor Damage,Fire,State7,City6,NO,2,0,NO,55305,11269,5634,38402,1
Cust29741,Single Vehicle Collision,Minor Damage,Ambulance,State7,City4,NO,2,0,YES,52882,9919,4960,38003,1
Cust29742,Single Vehicle Collision,Total Loss,Ambulance,State7,City6,NO,2,0,YES,45293,5184,5014,35095,1
Cust29745,Multi-vehicle Collision,Minor Damage,Other,State9,City6,NO,1,1,NO,82290,15725,7862,58703,1
Cust29746,Multi-vehicle Collision,Total Loss,Other,State5,City6,NO,1,0,,79266,14160,7080,58026,1
Cust29747,Multi-vehicle Collision,Total Loss,Other,State9,City6,YES,1,2,,86868,16232,10970,59666,1
Cust29749,Multi-vehicle Collision,Total Loss,Other,State9,City6,YES,1,1,NO,82656,15914,7957,58785,1
Cust2975,Single Vehicle Collision,Major Damage,Ambulance,State7,City2,NO,1,2,NO,49279,5236,7389,36654,1
Cust29751,Multi-vehicle Collision,Total Loss,Other,State9,City6,NO,1,2,NO,88786,15650,13093,60043,1
Cust29753,Single Vehicle Collision,Total Loss,Ambulance,State5,City1,,0,2,YES,65157,6516,10860,47781,2
Cust29755,Single Vehicle Collision,Total Loss,Other,State5,City1,NO,2,2,NO,59378,5938,5938,47502,1
Cust29756,Single Vehicle Collision,Minor Damage,Other,State5,City7,,1,3,YES,69062,6906,7516,54640,2
Cust29757,Single Vehicle Collision,Minor Damage,Other,State4,City2,NO,1,3,YES,58029,6901,6901,44227,2
Cust29758,Single Vehicle Collision,Total Loss,Police,State5,City7,,1,3,YES,67164,6716,6716,53732,2
Cust2976,Single Vehicle Collision,Major Damage,Fire,State7,City3,YES,2,3,YES,53581,10716,5358,37507,1
Cust29760,Single Vehicle Collision,Total Loss,Other,State5,City1,,2,2,NO,57109,5711,5711,45687,1
Cust29761,Multi-vehicle Collision,Major Damage,Ambulance,State9,City6,NO,1,1,,55648,4903,9807,40938,2
Cust29763,Multi-vehicle Collision,Total Loss,Fire,State9,City4,NO,0,1,YES,41795,4411,6509,30875,2
Cust29764,Multi-vehicle Collision,Total Loss,Ambulance,State9,City7,NO,0,1,,46300,4290,8580,33430,2
Cust29765,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City7,NO,0,0,NO,56551,5191,10383,40977,2
Cust29766,Multi-vehicle Collision,Minor Damage,Fire,State5,City7,NO,0,1,NO,40670,4250,6670,29750,2
Cust29769,Multi-vehicle Collision,Major Damage,Ambulance,State4,City7,NO,0,1,NO,37482,3711,7422,26349,2
Cust2977,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City7,,1,2,YES,68748,6779,13557,48412,2
Cust29770,Multi-vehicle Collision,Minor Damage,Fire,State7,City5,,0,2,,37827,4832,4666,28329,2
Cust29773,Multi-vehicle Collision,Total Loss,Police,State7,City4,NO,0,2,YES,34953,4080,5236,25637,2
Cust29774,Multi-vehicle Collision,Total Loss,Police,State7,City5,NO,0,2,NO,32599,3521,5736,23342,1
Cust29775,Multi-vehicle Collision,Minor Damage,Police,State5,City5,NO,0,2,,37887,4860,4661,28366,2
Cust29776,Multi-vehicle Collision,Total Loss,Ambulance,State7,City5,NO,0,2,YES,42896,6460,4996,31440,2
Cust29778,Multi-vehicle Collision,Minor Damage,Other,State7,City5,,0,2,NO,32523,3503,5753,23267,1
Cust29779,Single Vehicle Collision,Minor Damage,Fire,State5,City4,NO,2,3,,81220,15087,13329,52804,1
Cust2978,Multi-vehicle Collision,Major Damage,Fire,State3,City1,NO,1,3,,43227,4001,7220,32006,2
Cust29781,Single Vehicle Collision,Major Damage,Fire,State5,City4,NO,2,3,,82665,15566,12617,54482,1
Cust29782,Single Vehicle Collision,Minor Damage,Fire,State5,City3,NO,1,3,,88996,17667,9495,61834,1
Cust29783,Multi-vehicle Collision,Major Damage,Ambulance,State4,City1,NO,2,3,,67806,12697,12697,42412,1
Cust29784,Multi-vehicle Collision,Major Damage,Ambulance,State4,City4,NO,1,2,,60555,11615,11615,37325,2
Cust29785,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City1,NO,1,2,,60212,11564,11564,37084,2
Cust29786,Multi-vehicle Collision,Total Loss,Police,State5,City4,NO,2,3,NO,70206,10296,13313,46597,1
Cust29787,Multi-vehicle Collision,Major Damage,Ambulance,State5,City4,NO,1,2,NO,62113,6575,12342,43196,1
Cust29788,Single Vehicle Collision,Minor Damage,Ambulance,State7,City4,YES,0,2,,74188,7210,12337,54641,2
Cust29789,Single Vehicle Collision,Total Loss,Other,State5,City2,NO,0,2,,62368,5992,9538,46838,2
Cust2979,Multi-vehicle Collision,Major Damage,Ambulance,State4,City3,,0,0,NO,55377,6308,6308,42761,1
Cust29790,Single Vehicle Collision,Minor Damage,Ambulance,State7,City4,YES,0,2,,79102,7370,9341,62391,2
Cust29791,Single Vehicle Collision,Minor Damage,Ambulance,State3,City4,YES,0,2,YES,77569,7320,10276,59973,2
Cust29794,Single Vehicle Collision,Total Loss,Other,State7,City4,NO,0,2,YES,60694,5778,8641,46275,2
Cust29795,Single Vehicle Collision,Total Loss,Other,State7,City2,NO,0,2,YES,58602,5510,7519,45573,2
Cust29796,Single Vehicle Collision,Minor Damage,Ambulance,State7,City4,YES,0,2,YES,76592,7289,10871,58432,2
Cust2980,Multi-vehicle Collision,Total Loss,Ambulance,State7,City6,NO,0,2,NO,44300,4430,4567,35303,1
Cust29800,Single Vehicle Collision,Major Damage,Police,State8,City7,YES,1,3,,59737,11947,5974,41816,2
Cust29801,Single Vehicle Collision,Minor Damage,Police,State5,City7,,2,2,NO,65873,13175,6587,46111,2
Cust29803,Single Vehicle Collision,Major Damage,Police,State8,City7,,1,3,NO,63340,12668,6334,44338,2
Cust29804,Multi-vehicle Collision,Total Loss,Police,State5,City7,,2,1,NO,58830,6859,5883,46088,2
Cust29805,Single Vehicle Collision,Minor Damage,Police,State7,City1,,2,1,YES,62783,9485,6278,47020,2
Cust29807,Multi-vehicle Collision,Minor Damage,Police,State7,City7,,1,2,,50762,6633,6633,37496,2
Cust29808,Multi-vehicle Collision,Minor Damage,Police,State9,City1,YES,1,2,YES,50553,5846,5846,38861,2
Cust29809,Single Vehicle Collision,Total Loss,Ambulance,State8,City1,YES,2,2,YES,57169,6211,6211,44747,2
Cust2981,Multi-vehicle Collision,Major Damage,Fire,State7,City2,,0,1,NO,55791,6072,7215,42504,1
Cust29810,Single Vehicle Collision,Minor Damage,Police,State9,City3,NO,1,3,,55975,8987,8987,38001,2
Cust29811,Multi-vehicle Collision,Total Loss,Fire,State9,City3,NO,2,2,,57501,9339,9339,38823,2
Cust29812,Single Vehicle Collision,Major Damage,Police,State9,City3,YES,1,3,YES,52906,7368,7368,38170,2
Cust29813,Multi-vehicle Collision,Total Loss,Police,State7,City7,YES,1,3,,51009,7552,7552,35905,2
Cust29814,Multi-vehicle Collision,Total Loss,Ambulance,State9,City3,YES,2,2,YES,58167,5940,5940,46287,2
Cust29815,Single Vehicle Collision,Total Loss,Other,State4,City5,YES,2,0,YES,70896,12890,9357,48649,1
Cust29817,Single Vehicle Collision,Total Loss,Other,State4,City6,NO,1,1,YES,63586,12978,9082,41526,1
Cust29818,Single Vehicle Collision,Total Loss,Police,State9,City3,NO,2,0,YES,64660,12766,9990,41904,1
Cust29819,Single Vehicle Collision,Total Loss,Other,State4,City2,YES,2,0,YES,66838,12047,12047,42744,1
Cust2982,Single Vehicle Collision,Total Loss,Police,State8,City5,NO,1,1,YES,66703,6670,6670,53363,1
Cust29820,Single Vehicle Collision,Total Loss,Other,State4,City5,YES,2,0,YES,69634,12661,10375,46598,1
Cust29821,Single Vehicle Collision,Total Loss,Other,State4,City6,NO,2,0,YES,67824,12332,11834,43658,1
Cust29822,Single Vehicle Collision,Total Loss,Police,State4,City6,NO,2,0,NO,66755,12351,11763,42641,1
Cust29824,Multi-vehicle Collision,Major Damage,Other,State4,City1,,2,0,,69030,6842,10569,51619,2
Cust29826,Multi-vehicle Collision,Major Damage,Other,State5,City1,YES,2,0,,72837,6884,12325,53628,2
Cust29827,Multi-vehicle Collision,Total Loss,Other,State9,City2,YES,2,0,NO,78604,10844,14292,53468,1
Cust29828,Multi-vehicle Collision,Total Loss,Other,State4,City1,YES,2,1,NO,61669,6760,7174,47735,2
Cust29829,Multi-vehicle Collision,Major Damage,Other,State4,City1,,2,0,,75581,6871,13742,54968,2
Cust2983,Single Vehicle Collision,Major Damage,Fire,State5,City3,,1,2,YES,43796,4172,8344,31280,1
Cust29831,Multi-vehicle Collision,Major Damage,Other,State9,City2,YES,2,0,,79777,12697,14505,52575,1
Cust29834,Single Vehicle Collision,Total Loss,Other,State7,City3,,2,2,NO,84707,14749,14749,55209,1
Cust29835,Multi-vehicle Collision,Minor Damage,Fire,State9,City3,YES,2,1,NO,78475,13528,10376,54571,1
Cust29837,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City3,YES,2,1,,79779,13438,10915,55426,1
Cust29838,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City3,YES,2,2,NO,74006,13833,8530,51643,1
Cust29839,Multi-vehicle Collision,Total Loss,Ambulance,State5,City2,,2,2,YES,84799,14264,14264,56271,1
Cust2984,Multi-vehicle Collision,Major Damage,Ambulance,State9,City6,YES,0,3,NO,35417,298,4353,30766,3
Cust29841,Multi-vehicle Collision,Total Loss,Ambulance,State7,City3,YES,2,0,NO,75785,13420,7698,54667,1
Cust29843,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City1,NO,1,2,NO,57714,11048,11048,35618,2
Cust29844,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City5,NO,0,1,,66736,12206,12206,42324,2
Cust29845,Multi-vehicle Collision,Total Loss,Fire,State5,City2,YES,0,1,,64218,11676,11676,40866,2
Cust29846,Multi-vehicle Collision,Minor Damage,Other,State5,City5,YES,0,1,,67930,12351,12351,43228,2
Cust29847,Multi-vehicle Collision,Minor Damage,Fire,State7,City3,NO,0,1,,68018,12306,12367,43345,2
Cust29848,Multi-vehicle Collision,Minor Damage,Police,State7,City3,NO,0,1,,67115,11377,12203,43535,2
Cust29849,Multi-vehicle Collision,Total Loss,Fire,State5,City2,YES,0,1,,66419,12076,12076,42267,2
Cust2985,Multi-vehicle Collision,Major Damage,Fire,State9,City1,NO,1,2,,58409,6818,5841,45750,2
Cust29851,Parked Car,Trivial Damage,None,State7,City4,,1,2,YES,6041,667,680,4694,1
Cust29853,Parked Car,Minor Damage,Police,State9,City1,,1,2,NO,4616,513,513,3590,1
Cust29855,Parked Car,Trivial Damage,Police,State9,City4,NO,1,2,NO,5588,621,621,4346,1
Cust29857,Parked Car,Minor Damage,Police,State9,City4,,1,2,YES,6333,583,946,4804,1
Cust29859,Parked Car,Trivial Damage,Police,State9,City1,YES,1,2,NO,2266,251,257,1758,1
Cust2986,Multi-vehicle Collision,Major Damage,Fire,State7,City4,NO,1,2,,62974,6297,6297,50380,2
Cust29860,Vehicle Theft,Trivial Damage,None,State3,City6,,1,3,NO,7208,1232,616,5360,2
Cust29861,Vehicle Theft,Minor Damage,None,State3,City7,,1,3,NO,5189,985,625,3579,2
Cust29862,Parked Car,Trivial Damage,None,State3,City2,,1,2,YES,5347,921,831,3595,2
Cust29863,Vehicle Theft,Trivial Damage,None,State3,City7,,1,2,NO,5272,951,734,3587,2
Cust29864,Vehicle Theft,Minor Damage,Police,State3,City6,NO,1,3,NO,5172,1027,514,3631,2
Cust29865,Vehicle Theft,Trivial Damage,None,State4,City7,NO,1,3,NO,5029,1006,503,3520,2
Cust29866,Parked Car,Minor Damage,None,State9,City2,,1,3,NO,5193,983,631,3579,2
Cust29867,Vehicle Theft,Trivial Damage,None,State9,City2,,1,2,YES,5279,948,743,3588,2
Cust2987,Multi-vehicle Collision,Major Damage,Police,State4,City4,NO,2,1,NO,43871,4018,7710,32143,1
Cust29870,Parked Car,Trivial Damage,None,State9,City7,YES,1,3,YES,4608,514,514,3580,1
Cust29872,Vehicle Theft,Trivial Damage,None,State9,City1,YES,0,3,YES,5165,642,642,3881,1
