CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
126,500/1000,2000,925.03,0,other-relative,Cust19793,9,1998
122,250/500,2000,1015.14,0,other-relative,Cust19794,8,1997
125,500/500,2000,950.63,0,unmarried,Cust19795,9,1998
124,250/500,2000,962.36,0,other-relative,Cust19796,9,1998
210,100/1000,810,1136.62,0,not-in-family,Cust19798,7,2007
227,100/1000,701,1070.1,0,not-in-family,Cust19799,7,2007
100,500/300,2000,1223.38,1971852,not-in-family,Cust19801,12,1995
96,500/300,2000,1324.76,471770,not-in-family,Cust19802,12,1996
101,500/1000,2000,1174.28,2698366,not-in-family,Cust19803,11,1995
97,100/300,2000,1302.2,805601,not-in-family,Cust19804,12,1996
140,500/1000,1591,1389.05,0,other-relative,Cust19806,2,1997
105,500/300,1749,1393.56,0,other-relative,Cust19807,2,1997
136,500/300,1609,1389.58,0,other-relative,Cust19808,2,1997
189,250/1000,500,1191.22,2268370,husband,Cust19811,11,2011
280,250/500,500,1396.94,0,husband,Cust19813,11,2002
279,250/300,500,1397.74,0,own-child,Cust19816,11,2002
163,100/1000,1000,1109.57,6000000,unmarried,Cust19817,10,1991
213,500/300,1000,1282.15,6000000,other-relative,Cust19818,8,1992
271,500/1000,1000,1481.76,6000000,unmarried,Cust19819,6,1993
80,500/500,1057,1381.7,0,husband,Cust19821,12,2011
112,250/1000,1408,1331.98,0,husband,Cust19823,11,2011
147,500/500,1805,1275.57,0,husband,Cust19824,10,2010
120,500/300,1519,1526.23,0,other-relative,Cust19825,12,2013
108,500/300,1362,1591.07,0,wife,Cust19826,12,2014
116,500/300,1467,1547.8,0,other-relative,Cust19827,12,2014
90,100/1000,1131,1686.44,0,other-relative,Cust19828,12,2014
430,250/1000,942,1308.18,0,own-child,Cust19831,8,2010
406,500/500,704,1184.74,0,own-child,Cust19832,9,2008
160,500/1000,2000,1311.23,7548583,other-relative,Cust19833,7,2005
182,250/500,2000,1309.48,7402193,other-relative,Cust19834,7,2003
103,250/1000,2000,1315.69,7921195,other-relative,Cust19835,6,2009
284,500/1000,1000,1319.67,0,unmarried,Cust19837,3,1992
291,500/1000,1000,1327.79,0,wife,Cust19838,2,1992
264,500/1000,1000,1295.89,0,unmarried,Cust19839,4,1992
290,500/1000,1000,1569.8,0,other-relative,Cust19841,3,2006
281,250/1000,1000,1458.9,0,not-in-family,Cust19842,2,2001
275,500/500,1000,1382.64,0,not-in-family,Cust19843,2,1997
289,250/500,1000,1553.74,0,not-in-family,Cust19844,3,2005
291,500/1000,2000,1263.16,0,wife,Cust19845,12,1995
275,500/300,2000,1444.94,0,wife,Cust19847,12,1991
288,100/1000,2000,1291.73,0,husband,Cust19848,12,1994
27,100/500,500,852.28,0,husband,Cust19849,9,1998
87,100/300,500,737.21,0,not-in-family,Cust19850,10,2006
34,100/500,500,839.55,0,husband,Cust19851,9,1999
82,250/300,500,745.62,0,not-in-family,Cust19852,10,2005
158,100/300,2000,1322.66,0,wife,Cust19853,12,1993
208,100/300,2000,1510.96,0,wife,Cust19854,11,1992
220,100/300,2000,1555.13,0,own-child,Cust19856,11,1991
129,250/1000,2000,1509.57,0,wife,Cust19857,5,2001
115,250/1000,2000,1397.93,0,wife,Cust19858,3,1999
127,250/1000,2000,1493.35,0,husband,Cust19860,5,2000
254,250/500,500,1601.52,0,own-child,Cust19862,10,1999
249,250/500,500,1596.72,0,husband,Cust19863,9,1999
255,250/500,500,1602.44,0,husband,Cust19864,10,1999
347,500/300,545,913.22,0,other-relative,Cust19866,7,2005
346,100/1000,571,927.01,0,other-relative,Cust19867,8,2005
346,500/300,563,922.98,0,husband,Cust19868,8,2005
389,250/1000,2000,1002.65,0,not-in-family,Cust19869,4,1993
365,500/500,2000,1019.18,0,not-in-family,Cust19870,4,1993
250,500/500,2000,1099.6,0,not-in-family,Cust19871,2,1992
316,100/300,1357,1224.6,0,own-child,Cust19873,11,2006
311,100/300,1655,1281.79,0,own-child,Cust19874,9,2007
308,100/300,1803,1310.17,0,husband,Cust19875,9,2008
386,250/300,1000,1619.52,0,other-relative,Cust19879,7,1992
279,100/500,1000,1720.88,0,own-child,Cust19880,6,1993
110,500/1000,740,1489.62,0,not-in-family,Cust19882,1,1994
110,500/1000,749,1485.46,0,not-in-family,Cust19883,1,1994
119,500/1000,860,1437.94,0,husband,Cust19884,2,1992
114,250/500,892,1229.01,0,own-child,Cust19885,7,2006
88,250/500,537,1256.2,0,own-child,Cust19886,9,2008
99,250/500,685,1244.81,0,unmarried,Cust19887,8,2007
86,250/500,516,1257.81,0,unmarried,Cust19888,9,2008
101,500/1000,1000,1348.02,0,husband,Cust19890,8,1991
101,500/1000,1000,1334.65,0,unmarried,Cust19892,9,1991
92,100/300,905,1350.0,4381300,own-child,Cust19893,9,1999
93,100/300,751,1368.77,4997823,own-child,Cust19895,9,2000
86,500/1000,1000,1099.28,5417130,other-relative,Cust19898,3,2006
83,500/1000,1000,1102.36,5369063,unmarried,Cust19899,3,2006
45,500/1000,1000,1143.7,4723073,unmarried,Cust19900,3,2004
157,250/500,717,1307.04,2262078,husband,Cust19901,10,2008
164,250/500,645,1326.58,2843279,unmarried,Cust19903,10,2009
163,500/500,647,1325.87,2822269,husband,Cust19904,10,2009
170,500/1000,894,889.54,0,husband,Cust19905,8,1996
174,250/500,864,888.17,0,husband,Cust19906,8,1996
203,500/1000,590,875.6,0,husband,Cust19907,9,1991
181,500/1000,793,884.92,0,husband,Cust19908,8,1995
132,250/500,681,984.73,0,husband,Cust19909,7,2002
124,250/300,556,965.34,0,husband,Cust19910,7,2002
141,100/500,823,1006.82,0,husband,Cust19912,6,2001
232,500/1000,2000,1344.0,0,other-relative,Cust19913,3,1990
226,500/1000,2000,1276.3,0,other-relative,Cust19914,4,1990
232,500/1000,2000,1346.71,0,unmarried,Cust19915,3,1990
220,500/1000,2000,1209.23,0,other-relative,Cust19916,4,1990
299,100/300,2000,1437.28,0,wife,Cust19917,7,2008
275,100/300,2000,1350.54,0,not-in-family,Cust19918,7,2008
270,100/300,2000,1332.17,0,wife,Cust19919,7,2008
256,100/300,2000,1279.93,0,wife,Cust19920,6,2008
294,250/500,500,1275.4,0,other-relative,Cust19921,3,2002
315,500/500,500,1256.19,0,other-relative,Cust19922,4,2001
287,500/500,500,1281.86,0,unmarried,Cust19923,3,2002
284,500/1000,500,1285.21,0,other-relative,Cust19924,3,2002
96,500/300,2000,1492.86,0,unmarried,Cust19926,5,1991
94,100/1000,2000,1506.38,0,other-relative,Cust19927,6,1991
92,500/300,2000,1531.21,0,other-relative,Cust19928,6,1991
418,500/500,939,1129.78,5756745,other-relative,Cust19929,12,1998
344,500/500,531,1142.49,4124248,other-relative,Cust19931,8,1995
342,250/500,524,1142.7,4097270,other-relative,Cust19932,8,1995
258,500/1000,2000,944.02,6067256,husband,Cust19933,2,1999
267,500/1000,2000,1029.73,6469796,not-in-family,Cust19934,4,1999
261,500/1000,2000,965.71,6169104,not-in-family,Cust19936,3,1999
41,100/300,869,1810.61,0,wife,Cust19937,9,1998
21,100/1000,969,1825.13,0,wife,Cust19938,10,1997
22,500/1000,966,1824.73,0,wife,Cust19939,10,1997
86,500/300,643,1777.9,0,not-in-family,Cust19940,9,1999
258,100/300,1000,964.43,0,own-child,Cust19941,8,2003
259,500/1000,1000,941.69,0,unmarried,Cust19942,9,2002
256,100/1000,1000,1052.11,0,unmarried,Cust19944,8,2006
122,100/300,500,1189.4,1825589,unmarried,Cust19945,9,2001
67,100/300,500,1281.57,2957514,not-in-family,Cust19946,9,2005
145,100/300,500,1151.95,1365585,unmarried,Cust19947,8,2000
81,100/300,500,1258.58,2675136,unmarried,Cust19948,9,2004
453,250/300,500,1300.54,0,wife,Cust19950,3,1993
471,100/300,500,1230.64,0,wife,Cust19951,2,1995
461,100/300,500,1267.53,0,own-child,Cust19952,3,1994
88,500/1000,2000,1024.79,0,own-child,Cust19953,3,2000
90,500/1000,2000,1036.98,0,other-relative,Cust19954,3,2000
84,500/1000,2000,1004.75,0,other-relative,Cust19955,3,2000
94,500/1000,2000,1062.49,0,other-relative,Cust19956,2,2001
254,500/1000,582,1229.04,0,unmarried,Cust19957,12,2013
251,500/300,724,1273.94,0,unmarried,Cust19958,12,2012
250,100/300,765,1286.9,0,unmarried,Cust19960,12,2011
155,250/500,2000,1252.53,0,not-in-family,Cust19961,4,2004
154,250/500,2000,1253.27,0,husband,Cust19962,4,2004
217,500/500,2000,1218.97,0,husband,Cust19963,6,1998
113,250/500,1000,1471.71,0,other-relative,Cust19965,5,2012
113,250/500,1000,1498.7,0,other-relative,Cust19966,6,2012
261,500/500,500,1117.98,0,other-relative,Cust19969,3,1998
260,500/500,500,1118.73,0,other-relative,Cust19970,4,1998
268,250/1000,500,1113.49,0,unmarried,Cust19971,3,1998
151,250/300,1000,1342.73,0,not-in-family,Cust19973,11,2004
180,250/300,1000,1376.65,0,not-in-family,Cust19974,9,2011
172,250/300,1000,1367.12,0,not-in-family,Cust19975,10,2009
191,250/500,1000,1389.45,0,own-child,Cust19976,8,2013
234,250/1000,2000,1273.01,5227377,own-child,Cust19977,8,1998
181,500/500,2000,1299.91,6404758,wife,Cust19978,11,2001
207,500/1000,2000,1286.56,5820592,wife,Cust19979,9,1999
201,500/500,2000,1289.64,5955443,own-child,Cust19980,9,2000
290,500/300,2000,1104.02,0,unmarried,Cust19981,7,1999
285,500/1000,500,1333.19,0,husband,Cust19985,7,2007
286,250/1000,500,1338.42,0,other-relative,Cust19986,7,2008
299,500/1000,500,1451.0,0,husband,Cust19987,7,2010
307,500/500,500,1510.05,0,husband,Cust19988,6,2011
418,250/300,748,1320.63,0,other-relative,Cust19990,11,2002
433,100/300,584,1290.87,0,other-relative,Cust19991,11,2009
238,500/1000,1000,1351.04,0,own-child,Cust19993,2,2010
239,500/1000,1000,1353.19,0,not-in-family,Cust19995,2,2010
131,250/1000,1078,974.27,0,husband,Cust19997,7,2013
129,500/500,1840,935.41,0,own-child,Cust19998,5,2008
131,250/1000,1128,971.72,0,husband,Cust19999,7,2012
444,250/500,1394,1009.81,4788455,own-child,Cust20001,4,2000
424,500/1000,1867,796.32,5733329,unmarried,Cust20002,2,1999
429,500/1000,1768,840.92,5535940,unmarried,Cust20003,2,1999
425,500/1000,1858,800.02,5716968,unmarried,Cust20004,2,1999
308,500/1000,946,997.3,6108723,other-relative,Cust20005,5,1993
280,250/1000,717,1094.46,6565174,unmarried,Cust20006,7,1992
94,100/1000,679,983.19,0,own-child,Cust20009,7,1997
97,500/300,702,984.4,0,own-child,Cust20010,7,1997
103,500/1000,752,987.04,0,wife,Cust20012,7,1998
62,100/300,1497,1299.6,4993794,own-child,Cust20013,10,2006
38,100/300,1900,1268.13,5800014,not-in-family,Cust20016,11,2013
219,100/300,1276,1405.98,0,not-in-family,Cust20017,12,1995
210,100/300,1524,1353.62,0,own-child,Cust20018,11,1998
204,100/300,1669,1323.07,0,own-child,Cust20019,11,2000
217,100/300,1334,1393.63,0,own-child,Cust20020,12,1996
262,250/500,1487,1569.49,2922164,unmarried,Cust20021,9,1996
260,250/500,1094,1450.84,565630,unmarried,Cust20022,9,1995
263,250/500,1694,1631.9,4161713,own-child,Cust20023,9,1996
264,250/500,1759,1651.74,4555768,unmarried,Cust20024,9,1997
69,500/1000,637,1155.95,547424,other-relative,Cust20025,11,2004
58,500/1000,569,1158.6,276859,other-relative,Cust20026,12,2004
53,500/1000,537,1159.84,149869,other-relative,Cust20027,12,2003
78,500/1000,696,1153.61,785291,own-child,Cust20028,11,2005
259,500/500,2000,1177.05,0,not-in-family,Cust20029,12,2006
255,250/500,2000,1229.56,0,not-in-family,Cust20032,12,2012
35,100/300,901,1815.3,0,not-in-family,Cust20033,10,1998
113,500/300,508,1758.37,0,not-in-family,Cust20034,8,2000
55,500/1000,800,1800.66,0,wife,Cust20035,9,1998
64,500/300,756,1794.25,0,wife,Cust20036,9,1998
177,500/500,776,1029.6,0,not-in-family,Cust20037,9,1994
142,500/1000,640,1168.02,0,not-in-family,Cust20038,8,1995
133,500/500,609,1200.19,0,not-in-family,Cust20039,8,1995
138,500/500,625,1183.18,0,not-in-family,Cust20040,8,1995
49,500/1000,1000,1419.15,0,wife,Cust20041,9,1994
42,100/300,1000,1404.99,0,unmarried,Cust20042,10,1993
74,100/1000,1000,1462.84,0,wife,Cust20043,8,1996
8,100/1000,1000,1345.3,0,unmarried,Cust20044,11,1991
139,100/300,2000,1309.6,5000000,wife,Cust20045,12,1998
205,250/500,2000,1213.08,5000000,own-child,Cust20047,10,1995
208,250/500,2000,1209.51,5000000,own-child,Cust20048,10,1995
118,500/1000,949,1143.7,1797382,own-child,Cust20049,10,2007
82,500/1000,722,1152.6,888730,own-child,Cust20051,11,2005
115,500/1000,929,1144.5,1715049,own-child,Cust20052,10,2006
51,100/300,500,1078.14,0,other-relative,Cust20053,5,2008
90,250/300,500,933.92,0,unmarried,Cust20054,2,2003
51,250/500,500,-1.0,0,other-relative,Cust20055,5,2008
96,100/500,500,914.78,0,other-relative,Cust20056,1,2003
292,250/1000,1000,1452.89,2416114,other-relative,Cust20057,5,2009
281,250/1000,1000,1424.03,992838,own-child,Cust20058,3,2010
273,250/1000,1000,1404.15,12091,other-relative,Cust20059,2,2010
289,500/500,1000,1443.72,1963740,other-relative,Cust20060,5,2009
174,100/300,605,1053.28,0,husband,Cust20061,3,2010
176,100/300,547,1043.69,0,own-child,Cust20062,3,2009
174,100/300,607,1053.71,0,husband,Cust20063,3,2010
432,250/500,2000,1142.87,0,own-child,Cust20065,11,1998
412,250/300,2000,1123.33,0,own-child,Cust20067,10,2002
434,100/500,2000,1144.48,0,not-in-family,Cust20068,11,1997
128,250/300,2000,1079.76,0,husband,Cust20069,9,1996
102,250/300,2000,1075.57,0,husband,Cust20070,8,1995
100,100/500,2000,1075.21,0,not-in-family,Cust20071,8,1994
143,250/300,2000,1082.29,0,husband,Cust20072,9,1997
418,100/300,1000,1191.09,5632361,unmarried,Cust20073,7,1996
432,100/300,1000,1190.09,5111597,unmarried,Cust20074,7,1998
440,250/300,1000,1189.44,4769613,unmarried,Cust20075,6,1999
452,250/300,1000,-1.0,4312441,own-child,Cust20076,6,2001
250,100/1000,1000,1274.7,0,wife,Cust20077,10,2006
249,500/1000,1000,1297.72,0,unmarried,Cust20079,10,2007
250,100/300,1000,1273.44,0,unmarried,Cust20080,10,2006
17,250/500,500,1091.29,0,unmarried,Cust20081,8,1992
111,250/500,500,1221.84,0,unmarried,Cust20082,6,1991
8,250/500,500,1078.59,0,unmarried,Cust20083,8,1992
23,250/500,500,1099.54,0,unmarried,Cust20084,8,1992
143,100/300,1000,1057.76,6000000,unmarried,Cust20085,8,1991
121,100/1000,1000,1008.57,6000000,unmarried,Cust20086,4,1992
127,100/1000,1000,1022.01,6000000,own-child,Cust20087,5,1992
126,500/300,1000,1020.52,6000000,unmarried,Cust20088,5,1992
366,100/300,2000,1453.31,0,not-in-family,Cust20089,5,1995
345,100/500,2000,1401.97,0,not-in-family,Cust20090,4,1992
367,100/300,2000,1455.97,0,not-in-family,Cust20091,5,1995
354,250/300,2000,1423.46,0,other-relative,Cust20092,4,1993
218,500/1000,567,1068.19,0,not-in-family,Cust20093,8,1995
211,500/300,503,1042.06,0,not-in-family,Cust20094,8,1996
245,500/300,838,1179.07,0,not-in-family,Cust20095,9,1993
258,100/1000,970,1233.3,0,own-child,Cust20096,9,1992
347,100/500,2000,1404.96,0,not-in-family,Cust20098,4,1992
353,100/300,2000,1419.48,0,other-relative,Cust20100,4,1993
82,100/500,500,1482.46,3332405,wife,Cust20102,10,2007
91,250/300,500,1496.24,2989180,unmarried,Cust20103,10,2006
77,250/500,500,1473.85,3546735,wife,Cust20104,9,2008
259,250/500,2000,1169.68,0,husband,Cust20106,12,1994
194,500/500,2000,1260.17,0,husband,Cust20107,11,1994
139,250/1000,2000,1338.02,0,husband,Cust20108,10,1994
219,500/300,500,1399.56,0,not-in-family,Cust20109,8,1996
197,500/300,500,1431.38,0,not-in-family,Cust20112,7,1996
181,250/500,2000,1366.52,0,unmarried,Cust20113,12,1991
200,250/500,2000,1330.91,0,unmarried,Cust20115,12,1991
215,500/500,673,1001.61,0,not-in-family,Cust20118,10,1999
253,500/1000,541,979.42,0,unmarried,Cust20119,10,1998
250,250/500,551,981.11,0,not-in-family,Cust20120,10,1998
201,250/300,2000,1315.78,0,wife,Cust20121,8,1994
257,250/300,2000,1210.84,0,not-in-family,Cust20122,7,1996
213,100/500,2000,1293.52,0,not-in-family,Cust20123,8,1994
134,500/1000,693,1290.16,0,own-child,Cust20125,5,2009
148,500/500,604,1340.36,0,own-child,Cust20126,6,2010
149,500/1000,598,1344.11,0,not-in-family,Cust20127,6,2010
143,250/1000,637,1321.79,0,own-child,Cust20128,5,2010
198,250/300,1403,1122.7,0,unmarried,Cust20129,2,1991
181,250/300,1190,1130.27,0,not-in-family,Cust20130,2,1990
208,100/300,1530,1118.22,0,not-in-family,Cust20131,2,1991
233,100/300,1832,1107.48,0,not-in-family,Cust20132,2,1992
63,250/300,1000,1525.71,0,other-relative,Cust20133,6,2006
138,250/500,1000,1553.84,0,other-relative,Cust20135,5,2004
133,100/300,1000,1552.06,0,own-child,Cust20136,5,2004
261,500/300,700,1078.77,0,husband,Cust20137,6,1994
236,100/300,846,1032.96,0,unmarried,Cust20138,6,1995
232,100/1000,873,1024.4,0,unmarried,Cust20139,6,1996
252,100/1000,753,1061.95,0,husband,Cust20140,6,1995
113,500/1000,1932,1267.61,4068396,not-in-family,Cust20141,9,2006
143,500/1000,1552,1326.47,4448001,unmarried,Cust20142,9,2009
141,500/1000,1580,1322.06,4419549,not-in-family,Cust20144,9,2009
310,100/300,621,1387.75,0,wife,Cust20145,10,2002
262,100/1000,934,1267.47,0,wife,Cust20146,9,2004
306,100/1000,643,1379.5,0,wife,Cust20147,10,2002
188,250/500,1973,1622.31,0,other-relative,Cust20150,2,2009
193,250/500,1885,1603.71,0,unmarried,Cust20151,2,2009
195,250/500,1843,1594.68,0,unmarried,Cust20152,2,2009
258,100/300,500,1372.38,0,husband,Cust20154,6,2004
254,500/1000,500,1363.4,0,husband,Cust20155,6,2005
141,250/500,500,1299.79,4150955,own-child,Cust20157,1,1996
149,250/500,500,1091.61,1348962,own-child,Cust20158,2,1995
140,250/500,500,1310.02,4288618,own-child,Cust20159,1,1997
146,250/500,500,1154.42,2194388,other-relative,Cust20160,2,1995
206,250/300,1000,1145.05,0,husband,Cust20161,6,2012
198,100/300,1000,1175.89,0,not-in-family,Cust20163,5,2007
203,250/300,1000,1155.19,0,not-in-family,Cust20164,6,2011
189,500/500,1000,1298.94,0,other-relative,Cust20165,8,1992
168,250/1000,1000,1302.93,0,wife,Cust20166,9,1992
227,250/1000,1000,1291.85,0,other-relative,Cust20167,6,1992
208,250/500,1000,1295.32,0,wife,Cust20168,7,1992
9,500/1000,782,1051.23,0,not-in-family,Cust20169,7,2002
9,500/1000,855,1058.76,0,not-in-family,Cust20170,6,1999
8,100/300,545,1026.54,0,not-in-family,Cust20171,9,2010
282,100/300,1000,1497.5,0,not-in-family,Cust20175,2,1994
198,250/500,1000,1343.7,0,not-in-family,Cust20177,11,1992
134,250/1000,1000,1330.01,0,not-in-family,Cust20178,8,1996
134,250/1000,1000,1330.05,0,not-in-family,Cust20179,8,1996
94,100/300,685,1376.75,5259914,own-child,Cust20182,9,2000
94,100/300,707,1374.02,5170225,wife,Cust20183,9,2000
93,100/300,779,1365.25,4882345,own-child,Cust20184,9,2000
463,500/300,1798,1028.99,0,own-child,Cust20186,2,2002
453,100/1000,1323,1150.41,0,own-child,Cust20188,3,2000
210,250/500,2000,1270.34,6866680,unmarried,Cust20190,5,1996
208,250/1000,2000,1273.57,6753091,unmarried,Cust20191,5,1995
251,500/500,2000,1202.74,9249792,other-relative,Cust20192,3,2003
244,250/500,500,1173.34,0,other-relative,Cust20193,7,2002
268,250/500,500,1186.41,0,not-in-family,Cust20194,8,2003
264,500/500,500,1184.03,0,other-relative,Cust20196,8,2003
196,100/1000,500,1462.4,0,wife,Cust20197,6,2012
146,500/1000,500,1443.5,0,wife,Cust20199,3,2014
123,500/1000,2000,1214.2,0,own-child,Cust20201,12,2000
126,500/300,2000,1223.04,0,not-in-family,Cust20202,12,1999
123,100/300,2000,1216.21,0,not-in-family,Cust20203,12,2000
133,100/300,2000,1242.45,0,not-in-family,Cust20204,12,1997
115,250/500,500,989.31,0,husband,Cust20205,7,2001
112,250/500,500,1010.44,0,wife,Cust20206,7,2001
109,250/500,500,1027.23,0,husband,Cust20208,8,2000
84,100/300,500,1056.66,0,own-child,Cust20211,1,2004
238,500/500,756,1426.45,0,own-child,Cust20213,4,1991
245,250/500,689,1385.86,0,own-child,Cust20214,3,1990
253,500/1000,618,1342.33,0,own-child,Cust20216,3,1990
125,250/500,1000,1076.9,0,husband,Cust20217,4,2001
81,250/500,1000,1103.08,0,husband,Cust20219,3,1997
142,100/1000,1422,1122.57,0,not-in-family,Cust20223,11,2010
115,500/1000,1886,1165.23,0,not-in-family,Cust20224,12,2006
302,100/300,500,804.93,0,own-child,Cust20225,10,2000
301,100/500,500,816.25,0,own-child,Cust20226,9,2000
300,250/300,500,832.55,0,own-child,Cust20227,7,1999
301,100/500,500,816.78,0,own-child,Cust20228,9,2000
210,500/1000,1000,1121.48,0,not-in-family,Cust20229,6,2004
197,500/1000,1000,1112.69,0,not-in-family,Cust20230,7,2003
144,500/1000,2000,1256.06,5962030,other-relative,Cust20233,10,1993
176,250/500,2000,1289.38,2623733,other-relative,Cust20234,11,1992
172,500/1000,2000,1285.1,3052191,not-in-family,Cust20235,11,1992
199,250/1000,633,1168.21,6000000,own-child,Cust20237,4,2005
252,250/1000,828,1152.36,6000000,own-child,Cust20238,4,2006
166,500/500,511,1178.05,6000000,own-child,Cust20240,3,2004
347,250/500,500,1719.71,0,own-child,Cust20241,8,2011
348,250/500,500,1732.89,0,own-child,Cust20242,8,2012
339,250/500,500,1580.15,0,own-child,Cust20243,10,2009
342,250/500,500,1634.0,0,wife,Cust20244,9,2010
144,100/300,968,1032.59,0,husband,Cust20245,6,2002
73,100/300,683,1017.88,0,other-relative,Cust20246,7,2009
49,100/300,588,1012.95,0,other-relative,Cust20248,8,2012
336,500/1000,881,1522.38,0,husband,Cust20250,7,1990
358,100/1000,969,1551.24,0,husband,Cust20251,7,1990
271,100/300,626,1438.22,0,husband,Cust20252,6,1990
142,250/300,500,1404.54,1999406,unmarried,Cust20253,3,2009
112,100/300,500,1404.05,2834792,unmarried,Cust20254,3,2009
200,100/500,500,1405.47,402020,unmarried,Cust20255,3,2010
37,100/300,500,1402.84,4894802,husband,Cust20256,3,2008
81,100/300,1000,1467.42,0,husband,Cust20258,8,1995
84,100/300,1000,1458.2,0,husband,Cust20259,8,1994
82,100/300,1000,1467.05,0,unmarried,Cust20260,8,1995
119,250/500,573,1247.76,0,unmarried,Cust20261,6,1991
112,500/1000,732,1272.3,0,unmarried,Cust20264,7,1991
24,100/500,500,1469.95,0,own-child,Cust20265,9,2008
22,100/500,500,1477.03,0,own-child,Cust20266,9,2010
29,100/300,500,1455.02,0,own-child,Cust20267,8,2004
110,250/500,1678,1242.01,0,husband,Cust20269,11,2012
